alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1746716506.7482,elite,3181.4445978007,1710563717.7142,"AS41733 JSC ""ER-Telecom Holding""",ZTELECOM-AS,"St Petersburg",Europe,EU,Russia,RU,,false,"JSC ""ER-Telecom Holding""",59.9417,30.3096,false,"CJSC ER-Telecom Holding Saint-Petersburg branch    country:         RU",true,St.-Petersburg,success,Europe/Moscow,195213,1746575852,1746716506.7482,51006,socks4,94.247.241.70:51006,true,1424.880027771,18255,316822,5.4480015041319,94.247.241.70
true,1746716098.6167,elite,6218.0871282305,1722102562.601,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,"Kuala Lumpur",Asia,AS,Malaysia,MY,,true,"Alibaba (US) Technology Co., Ltd.",3.1398,101.6853,false,"Alibaba.com LLC",true,"Kuala Lumpur",success,Asia/Kuala_Lumpur,50515,1746417021,1746716098.6167,9098,socks4,47.250.159.65:9098,true,796.79656028748,1247,121583,1.0152242937393,47.250.159.65
true,1746713910.3192,elite,4508.497679177,1697037345.3373,"AS11426 Charter Communications Inc",TWC-11426-CAROLINAS,Darlington,"North America",NA,"United States",US,,false,"Charter Communications Inc",34.305,-79.8776,false,Spectrum,true,"South Carolina",success,America/New_York,29532,1746581286,1746713910.3192,60133,socks4,24.172.34.114:60133,true,8873.9459514618,10956,335349,3.1636851908,24.172.34.114
true,1746712583.5904,elite,10226.072777132,1720059446.0094,,,London,Europe,EU,"United Kingdom",GB,,false,"UK Ministry of Defence",51.5074,-0.127758,false,"UK Ministry of Defence",false,England,success,Europe/London,W1B,1746568073,1746712583.5904,443,socks4,25.178.21.116:443,true,874.13382530212,322,67405,0.4754381561268,25.178.21.116
true,1746710784.8318,elite,4364.5878946794,1711267338.7004,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Nanjing,Asia,AS,China,CN,,false,Chinanet,32.0607,118.763,false,"Chinanet JS",true,Jiangsu,success,Asia/Shanghai,210000,1746640628,1746710784.8318,10800,socks4,221.230.77.10:10800,true,8523.8039493561,16978,414591,3.9340175035742,221.230.77.10
true,1746709343.3859,elite,3124.0848537554,1746365407.4804,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Muping,Asia,AS,China,CN,,false,Chinanet,30.2638,102.805,false,"Chinanet SC",false,Sichuan,success,Asia/Shanghai,,1746365409,1746709343.3859,2324,http,118.113.245.142:2324,false,890.92874526978,1158,4498,20.473833097595,118.113.245.142
true,1746708481.8638,elite,10116.412665895,1722360565.2572,"AS4808 China Unicom Beijing Province Network",CHINA169-BJ,Beijing,Asia,AS,China,CN,,false,"China Unicom Beijing Province Network",39.911,116.395,false,,false,Beijing,success,Asia/Shanghai,,1746192760,1746708481.8638,8080,socks4,114.255.183.174:8080,true,787.10579872131,372,79846,0.463736318532,114.255.183.174
true,1746703018.3774,elite,4297.2895702775,1721871701.5221,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1746351906,1746703018.3774,24821,socks4,72.10.164.178:24821,true,11275.762796402,379,81383,0.46354052004599,72.10.164.178
true,1746700650.5898,elite,8743.6276150048,1715608125.1002,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1719,24.9347,false,Hetzner,true,Uusimaa,success,Europe/Helsinki,00201,1746626731,1746700650.5898,42568,socks4,65.21.89.117:42568,true,1115.5436038971,639,104838,0.60581927813647,65.21.89.117
true,1746697424.3947,elite,8441.0564014989,1739285846.1665,"AS7552 Viettel Group",VIETEL-AS-AP,"Vũng Tàu",Asia,AS,Vietnam,VN,,false,VIETELxdsl,10.3444,107.0875,false,"xDSL Services",false,"Bà Rịa–Vũng Tàu Province",success,Asia/Ho_Chi_Minh,790000,1746670380,1746697424.3947,30115,socks4,115.74.0.202:30115,true,11672.046661377,124,30286,0.40776060506412,115.74.0.202
true,1746696535.9592,elite,974.99853111747,1697059599.5009,"AS46562 Performive LLC",PERFORMIVE,"Los Angeles","North America",NA,"United States",US,"Downtown Los Angeles",true,"Performive LLC",34.0483,-118.255,false,"Total Server Solutions L.L.C",true,California,success,America/Los_Angeles,90189,1746406467,1746696847.8102,4145,socks4,192.252.220.89:4145,true,982.38110542297,130158,305577,29.870907776516,192.252.220.89
true,1746693696.1074,transparent,6480.2951860139,1740381266.4074,"AS138089 PT.Global Media Data Prima",GMDP-AS-ID,Probolinggo,Asia,AS,Indonesia,ID,,false,"PT Global Media Data Prima",-7.7505,113.2163,false,,true,"East Java",success,Asia/Jakarta,67223,1746431986,1746693696.1074,8080,http,103.63.26.119:8080,false,509.19318199158,5785,75145,7.1481527245768,103.63.26.119
true,1746693540.2095,elite,10048.423091571,1728990805.1174,"AS19527 Google LLC",GOOGLE-2,Toronto,"North America",NA,Canada,CA,"Old Toronto",false,"Google LLC",43.6447,-79.3841,false,"Google LLC",false,Ontario,success,America/Toronto,M5A,1746569178,1746693540.2095,8080,socks4,34.188.20.163:8080,true,664.08538818359,234,51653,0.45098001426176,34.188.20.163
true,1746692319.536,elite,830.57179074388,1697020771.486,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,Fairlie-Poplar,true,"Total Server Solutions L.L.C.",33.755,-84.3896,false,"ThePrimeHost - COLO@",true,Georgia,success,America/New_York,30303,1746489954,1746692921.7317,4145,socks4,74.119.147.209:4145,true,822.37601280212,133785,263045,33.713428924224,74.119.147.209
true,1746691716.0969,elite,10532.300721708,1726617268.4642,"AS63023 GTHost",AS-GLOBALTELEHOST,Miami,"North America",NA,"United States",US,,true,GTHost,25.7616,-80.1917,false,"Globaltelehost Corp",true,Florida,success,America/New_York,,1746434857,1746691716.0969,60672,socks4,38.91.107.2:60672,true,2210.9956741333,281,60440,0.46277235223399,38.91.107.2
true,1746688661.96,elite,1745.5709799796,1710580239.2455,"AS136171 Medha Hosting",MEDHAHOSTING-AS-AP,Dallas,"North America",NA,"United States",US,,true,"Medha Hosting",32.7767,-96.797,false,"Medhahosting in",true,Texas,success,America/Chicago,75270,1746519289,1746688661.96,5678,socks4,223.26.16.1:5678,true,709.6631526947,4995,289462,1.6963427597238,223.26.16.1
true,1746688492.8691,elite,3391.5487955201,1738339118.2119,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1746086279,1746688492.8691,21729,socks4,72.10.160.170:21729,true,1470.2355861664,106,25594,0.4124513618677,72.10.160.170
true,1746687697.2266,elite,1645.9673744661,1738328295.4457,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Muping,Asia,AS,China,CN,,false,Chinanet,30.2638,102.805,false,"Chinanet SC",true,Sichuan,success,Asia/Shanghai,,1746386329,1746687779.1846,2324,http,118.113.244.150:2324,false,889.69588279724,540,21359,2.4658660212795,118.113.244.150
true,1746686959.5522,transparent,6417.1257936393,1740044309.9041,"AS17539 NetSol Connect",ASN-NCKHI-AP,Lahore,Asia,AS,Pakistan,PK,"Block C 1",false,"Netsol Technologies Limited",31.4758,74.3069,false,"Netsol Technologies Limited",true,Punjab,success,Asia/Karachi,54760,1746092937,1746687022.4782,8080,http,103.197.47.42:8080,false,9347.7025032043,6183,80275,7.1514492585996,103.197.47.42
true,1746686743.7265,elite,10190.467780775,1736613588.2507,"AS64080 SYN LTD",SYN-UK,London,Europe,EU,"United Kingdom",GB,,false,SYN-UK,51.5164,-0.093,false,"SYN LTD",true,England,success,Europe/London,EC4R,1746549386,1746686743.7265,5968,socks4,107.181.148.108:5968,true,799.28231239319,111,27731,0.39867825587242,107.181.148.108
true,1746675412.7025,elite,7161.4975596795,1713539773.4077,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,"Santa Clara","North America",NA,"United States",US,,true,"DigitalOcean, LLC",37.3931,-121.962,false,"DigitalOcean, LLC",true,California,success,America/Los_Angeles,95054,1746628885,1746675412.7025,18205,socks4,137.184.182.145:18205,true,4163.8352870941,1047,139669,0.74405184911453,137.184.182.145
true,1746675014.9888,elite,4737.937177005,1720708858.0354,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1746197322,1746675014.9888,32633,socks4,67.43.227.227:32633,true,10974.573612213,368,81731,0.44823932081999,67.43.227.227
true,1746655335.7188,transparent,6100.8990252459,1746640045.9129,"AS138109 PT. Rasi Bintang Perkasa",RASIBINTANG-AS-ID,Klaten,Asia,AS,Indonesia,ID,,false,"PT. Rasi Bintang Perkasa",-7.6928,110.6647,false,Rasibintang,false,"Central Java",success,Asia/Jakarta,57465,1746642711,1746655335.7188,8080,http,103.126.87.203:8080,false,1191.9219493866,27,213,11.25,103.126.87.203
true,1746653476.3442,elite,1028.3051727173,1696985971.7564,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,Fairlie-Poplar,true,"Performive LLC",33.7549,-84.3897,false,"Total Server Solutions L.L.C.",true,Georgia,success,America/New_York,30303,1746490298,1746653476.3442,16894,socks4,192.111.129.145:16894,true,708.25934410095,143371,310431,31.593293991653,192.111.129.145
true,1746649368.6479,transparent,6186.5973019045,1732783877.7994,"AS23688 Link3 Technologies Ltd.",LINK3-TECH-AS-BD-AP,Paltan,Asia,AS,Bangladesh,BD,,false,"Link3 Technologies Limited",23.7362,90.4143,false,"Retail Subscriber",true,"Dhaka Division",success,Asia/Dhaka,1000,1746386402,1746649368.6479,58080,http,27.147.177.74:58080,false,1684.910774231,1761,26138,6.3120541954909,27.147.177.74
true,1746644900.2183,elite,900.17944021453,1720452235.5445,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,,true,"Total Server Solutions L.L.C.",33.9381,-84.4633,false,"Assima Inc",true,Georgia,success,America/New_York,30067,1746372787,1746644900.2183,18302,socks4,192.111.135.17:18302,true,869.1577911377,60461,285539,17.474277456647,192.111.135.17
true,1746642465.1471,elite,5567.6105639235,1719997690.1657,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Bangkok,Asia,AS,Thailand,TH,,true,"Alibaba (US) Technology Co., Ltd.",13.7499,100.517,false,"Alibaba.com Singapore E-Commerce Private Limited",true,Bangkok,success,Asia/Bangkok,10200,1746598054,1746642465.1471,3128,socks4,8.213.222.157:3128,true,5295.8328723907,2613,183783,1.4018541170411,8.213.222.157
true,1746633586.3549,elite,2522.0483860948,1711333956.4144,"AS13188 CONTENT DELIVERY NETWORK LTD",TRIOLAN,Kharkiv,Europe,EU,Ukraine,UA,,false,Triolan,49.982,36.2566,false,,false,"Kharkivs’ka Oblast’",success,Europe/Kyiv,61000,1746150601,1746633586.3549,5678,socks4,159.224.66.253:5678,true,3196.8448162079,8161,223874,3.5171418105027,159.224.66.253
true,1746629602.9467,elite,984.21440390259,1696996980.3652,"AS46562 Performive LLC",PERFORMIVE,"Los Angeles","North America",NA,"United States",US,,true,"Performive LLC",34.0481,-118.2531,false,"Total Server Solutions L.L.C.",true,California,success,America/Los_Angeles,90014,1746211173,1746629779.414,4145,socks4,104.200.152.30:4145,true,929.91948127747,140027,317087,30.632839948022,104.200.152.30
true,1746626438.2292,elite,4248.2786348888,1713333822.1963,"AS398779 Ace Host, LLC",ACEHOST,Tampa,"North America",NA,"United States",US,,false,"Ace Host, LLC",27.9455,-82.4598,false,"Tampa BAY DSL DBA PBX Change",true,Florida,success,America/New_York,33655,1746166519,1746626438.2292,61820,socks4,38.57.3.39:61820,true,4349.6646881104,728,90928,0.79427424282098,38.57.3.39
true,1746624982.3925,elite,4851.6007871614,1710580342.7272,"AS262605 BRASIL TECPAR | AMIGO | AVATO","BRASIL TECPAR AMIGO AVATO",Sapiranga,"South America",SA,Brazil,BR,,false,"Brasil Tecpar Servicos De Telecomunicacoes SA",-29.6381,-51.0069,false,"BRASIL TECPAR | AMIGO | AVATO",true,"Rio Grande do Sul",success,America/Sao_Paulo,93800,1746521615,1746624982.3925,31337,socks4,177.128.44.129:31337,true,1160.724401474,5614,308048,1.7898247157769,177.128.44.129
true,1746618817.1757,elite,10250.159654558,1716922944.4767,"AS135905 VIETNAM POSTS AND TELECOMMUNICATIONS GROUP",VNPT-AS-VN,Hanoi,Asia,AS,Vietnam,VN,,false,"Vietnam Posts and Telecommunications Group",21.0278,105.834,false,VNPT,false,Hanoi,success,Asia/Bangkok,,1746037744,1746618817.1757,3128,socks4,123.31.47.8:3128,true,10633.014678955,644,110318,0.58037886844145,123.31.47.8
true,1746617581.4676,elite,10287.385362226,1716375938.6645,"AS12876 SCALEWAY S.A.S.",AS12876,Paris,Europe,EU,France,FR,,true,"Online S.A.S.",48.8714,2.32141,false,ONLINE,true,Île-de-France,success,Europe/Paris,75008,1746375846,1746617581.4676,25117,socks4,212.83.137.30:25117,true,16283.010482788,592,100430,0.58601096790798,212.83.137.30
true,1746616342.8449,elite,10445.775750813,1720041302.5289,"AS4538 China Education and Research Network Center",ERX-CERNET-BKB,Haidian,Asia,AS,China,CN,"Haidian Qu",false,"China Education and Research Network Center",40.0045,116.329,false,"CIS Cernet",false,Beijing,success,Asia/Shanghai,,1746479708,1746616342.8449,8081,socks4,58.201.22.63:8081,true,10984.086751938,475,89758,0.52641494796804,58.201.22.63
true,1746615482.2575,elite,4466.5814682994,1713476606.9802,"AS46606 Unified Layer",UNIFIEDLAYER-AS-1,Provo,"North America",NA,"United States",US,"East Bay",true,"Unified Layer",40.2066,-111.643,false,"Unified Layer",true,Utah,success,America/Denver,84606,1746481860,1746615482.2575,24364,socks4,162.144.103.99:24364,true,1007.5836181641,877,105201,0.82675012726484,162.144.103.99
true,1746615064.67,elite,5240.7646855128,1721535810.7213,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1746075531,1746615064.67,2933,socks4,67.43.227.227:2933,true,13813.160181046,194,43185,0.44722100555568,67.43.227.227
true,1746612873.4495,elite,10616.176605598,1716372108.8102,"AS12876 SCALEWAY S.A.S.",AS12876,Paris,Europe,EU,France,FR,,true,"Online S.A.S.",48.8714,2.32141,false,ONLINE,true,Île-de-France,success,Europe/Paris,75008,1746440114,1746612873.4495,40217,socks4,212.83.137.150:40217,true,1046.1595058441,638,101562,0.62426614481409,212.83.137.150
true,1746610606.5393,elite,10545.528279369,1716289972.1198,"AS272104 LATINCABLE S.R.L.","LATINCABLE S.R.L.",Lima,"South America",SA,Peru,PE,,false,"Latin Cable",-12.0502,-77.0535,false,Latincable,false,Lima,success,America/Lima,15082,1746147166,1746610606.5393,999,socks4,38.44.237.50:999,true,1007.4269771576,637,110260,0.57440688206173,38.44.237.50
true,1746605442.1728,elite,1384.6319978257,1697036049.4134,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,"San Diego","North America",NA,"United States",US,,false,"Cox Communications Inc.",32.7097,-117.1228,false,"Cox Communications",true,California,success,America/Los_Angeles,92102,1746142353,1746605442.1728,4145,socks4,68.1.210.163:4145,true,2089.1907215118,157568,327185,32.504801414329,68.1.210.163
true,1746605141.952,elite,4370.864643774,1710540183.4257,"AS7713 PT Telekomunikasi Indonesia",telkomnet-as-ap,"Jakarta Pusat",Asia,AS,Indonesia,ID,,false,"PT. Telekomunikasi Indonesia",-6.18104,106.826,false,,true,Jakarta,success,Asia/Jakarta,,1746404068,1746605141.952,4153,socks4,36.66.170.25:4153,true,2925.8947372437,10827,305679,3.4207882315027,36.66.170.25
true,1746599460.6752,elite,11120.16683981,1738734705.5824,"AS12389 PJSC Rostelecom",ROSTELECOM-AS,Moscow,Europe,EU,Russia,RU,,false,"PJSC Rostelecom",55.8236,37.6034,false,"Ulyanovsk Branch of Rostelecom",false,Moscow,success,Europe/Moscow,,1746345579,1746599460.6752,7788,socks4,92.252.221.137:7788,true,10339.801073074,109,30446,0.35673375879561,92.252.221.137
true,1746587596.1914,elite,5747.2699677958,1711707917.8348,"AS201446 Soluciones web on line s.l.",PROFESIONALHOSTING,Madrid,Europe,EU,Spain,ES,,true,"ProfesionalHosting - DATACENTER2 ES",40.4168,-3.70379,false,,true,Madrid,success,Europe/Madrid,28070,1746352408,1746587596.1914,27027,socks4,185.18.198.163:27027,true,10780.086517334,1706,122690,1.3714267339786,185.18.198.163
true,1746584684.1104,elite,5056.7790129217,1710550233.9402,"AS137143 Minnal Digital Network Private Limited",MINNALNW-AS,Kumarapalayam,Asia,AS,India,IN,,false,"Minnal Digital Network Private Limited",11.4459,77.7104,false,"Minnal Digital Network Private Limited",true,"Tamil Nadu",success,Asia/Kolkata,638183,1746350098,1746584684.1104,4145,socks4,103.105.41.209:4145,true,3906.4438343048,3791,220672,1.6889197774243,103.105.41.209
true,1746584561.0005,elite,10123.498580156,1720041120.9778,,,Cleveland,"North America",NA,"United States",US,,false,"Sprint Nextel Corporation",41.4993,-81.6944,true,"Sprint Nextel Corporation",true,Ohio,success,America/New_York,44192,1746073990,1746584561.0005,80,socks4,107.56.207.201:80,true,10757.925748825,462,92898,0.49485861182519,107.56.207.201
true,1746582645.7033,elite,10044.120229874,1720452769.0792,"AS20473 The Constant Company, LLC",AS-VULTR,Dallas,"North America",NA,"United States",US,,true,Choopa,32.7889,-96.8021,false,"Vultr Holdings, LLC",true,Texas,success,America/Chicago,75201,1746410862,1746582645.7033,20414,socks4,207.148.0.140:20414,true,12021.116733551,399,79288,0.50070902405662,207.148.0.140
true,1746580477.2249,elite,5656.0744843191,1722102890.6971,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Charlottesville,"North America",NA,"United States",US,,true,"Alibaba.com LLC",37.4316,-78.6569,false,ALICLOUD-US,true,Virginia,success,America/Chicago,22902,1746471456,1746580477.2249,9080,socks4,47.90.167.27:9080,true,3197.0329284668,2450,205488,1.1782358202926,47.90.167.27
true,1746579412.3788,elite,6219.0234312956,1710637332.0634,"AS134941 INSTANT CABLE NETWORK PVT LTD",ICN-AS,Gurugram,Asia,AS,India,IN,"Chander Nagar",false,"Instant Cable Network PVT LTD",28.464,77.0491,false,"Instant Cable Network PVT LTD",true,Haryana,success,Asia/Kolkata,122001,1746018487,1746579520.5869,4145,socks4,103.12.246.53:4145,true,14229.813814163,2527,198246,1.2586353742784,103.12.246.53
true,1746574582.3488,elite,5202.9076866962,1710540258.5997,"AS201446 Soluciones web on line s.l.",PROFESIONALHOSTING,Madrid,Europe,EU,Spain,ES,,true,"ProfesionalHosting - DATACENTER2 ES",40.4168,-3.70379,false,,true,Madrid,success,Europe/Madrid,28070,1746145872,1746574582.3488,58714,socks4,185.18.198.163:58714,true,4870.884180069,3670,141222,2.5329210722469,185.18.198.163
true,1746571083.255,elite,10538.027553172,1716226163.8469,"AS47626 Timer, LLC",ASTIMER,Rostov-on-Don,Europe,EU,Russia,RU,,false,"Timer, LLC",47.2359,39.7134,false,"Timer Ltd",false,"Rostov Oblast",success,Europe/Moscow,344114,1746120973,1746571083.255,3128,socks4,5.59.134.18:3128,true,11869.983434677,642,108432,0.5885912316409,5.59.134.18
true,1746569032.7702,elite,985.88122595398,1696965870.7939,"AS46562 Performive LLC",PERFORMIVE,"Los Angeles","North America",NA,"United States",US,,true,"Performive LLC",34.0549,-118.243,false,"Performive LLC",true,California,success,America/Los_Angeles,90009,1746145646,1746569141.5948,4145,socks4,162.253.68.97:4145,true,3065.6774044037,147955,344119,30.067632104114,162.253.68.97
true,1746568576.0942,elite,11071.696582996,1713183398.7662,,,Chennai,Asia,AS,India,IN,,false,"Alibaba.com Singapore E-Commerce Private Limited",13.0895,80.2739,false,,true,"Tamil Nadu",success,Asia/Kolkata,600001,1746274412,1746568576.0942,6666,socks4,149.129.134.74:6666,true,17540.45176506,842,102608,0.81391976800387,149.129.134.74
true,1746568331.8108,elite,10469.186259585,1718070304.0151,"AS51765 Oy Crea Nova Hosting Solution Ltd",CREANOVA-AS,Helsinki,Europe,EU,Finland,FI,,true,"Oy Crea Nova Hosting Solution Ltd",60.1699,24.9384,false,"Fine Group Servers Solutions LLC",true,Uusimaa,success,Europe/Helsinki,00121,1746074791,1746568331.8108,8085,socks4,77.243.90.149:8085,true,10796.404600143,601,109121,0.54774794480596,77.243.90.149
true,1746568029.8945,elite,9330.2302992273,1716486711.9451,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Slough,Europe,EU,"United Kingdom",GB,,true,"DigitalOcean, LLC",51.5177,-0.6215,false,Digitalocean,true,England,success,Europe/London,SL1,1746413149,1746568029.8945,80,socks4,46.101.34.193:80,true,14389.645576477,668,118249,0.56173633710908,46.101.34.193
true,1746566528.2205,elite,9383.6407838044,1728669973.2358,"AS62044 Zscaler Switzerland GmbH",ZSCALER-EMEA,Dubai,Asia,AS,"United Arab Emirates",AE,,false,"Zscaler DXB1",25.0734,55.2979,false,"Zscaler, Inc.",false,Dubai,success,Asia/Dubai,,1746381060,1746566528.2205,3128,socks4,147.161.160.252:3128,true,969.08760070801,243,46658,0.5181126202,147.161.160.252
true,1746564542.4787,elite,816.48670996656,1697005536.587,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,,true,"Performive LLC",33.7488,-84.3877,false,"Performive LLC",true,Georgia,success,America/New_York,30302,1745974695,1746564542.4787,4145,socks4,184.170.249.65:4145,true,715.76237678528,146157,319769,31.369144456416,184.170.249.65
true,1746564118.2952,elite,4734.5716091524,1723956070.8965,"AS60781 LeaseWeb Netherlands B.V.",LEASEWEB-NL-AMS-01,Haarlem,Europe,EU,"The Netherlands",NL,Haarlem-Oost,true,"LeaseWeb NL",52.3907,4.66554,false,,true,"North Holland",success,Europe/Amsterdam,2031,1746434201,1746564118.2952,30067,socks4,185.122.168.198:30067,true,786.85021400452,83,24930,0.33182744972614,185.122.168.198
true,1746560728.3703,elite,10706.48814206,1715299226.4636,"AS20473 The Constant Company, LLC",AS-VULTR,Piscataway,"North America",NA,"United States",US,,true,"The Constant Company",40.5511,-74.4606,false,"Pingdom AB",true,"New Jersey",success,America/New_York,08854,1746014811,1746560728.3703,3128,socks4,64.237.49.204:3128,true,14187.755346298,821,121183,0.67292875643422,64.237.49.204
true,1746560333.7429,elite,9955.5985841876,1721915014.8889,"AS7922 Comcast Cable Communications, LLC",COMCAST-7922,Dayton,"North America",NA,"United States",US,,false,"Comcast Cable Communications, LLC",30.0466,-94.8852,false,"Comcast Cable Communications, LLC",true,Texas,success,America/Chicago,77535,1746453664,1746560333.7429,80,socks4,50.200.12.87:80,true,13787.56570816,306,64434,0.47265987025023,50.200.12.87
true,1746559893.8548,elite,10712.829051757,1715466239.0271,"AS26615 TIM S/A","TIM S/A","Rio de Janeiro","South America",SA,Brazil,BR,,false,"TIM S/A",-22.9201,-43.0811,false,"TIM S/A",false,"Rio de Janeiro",success,America/Sao_Paulo,24000,1746262444,1746559893.8548,8888,socks4,187.99.243.105:8888,true,10796.543836594,942,149334,0.62684660225186,187.99.243.105
true,1746556575.7799,transparent,5193.5740259458,1722205335.0514,"AS141077 RSTNET",RSTNET-AS-ID,Jatiwangi,Asia,AS,Indonesia,ID,,false,RSTNET,-6.73361,108.263,false,Rstnet,false,"West Java",success,Asia/Jakarta,,1746148852,1746556575.7799,8818,http,103.156.17.27:8818,false,9811.6390705109,6042,28096,17.698752123733,103.156.17.27
true,1746547721.0767,elite,3905.2757404766,1696996075.4982,"AS52699 ITANET CONECTA LTDA","ITANET CONECTA LTDA",Itaperuna,"South America",SA,Brazil,BR,,false,"Itanet Conecta Ltda",-21.2077,-41.891,false,"Itanet Conecta Ltda",true,"Rio de Janeiro",success,America/Sao_Paulo,28300,1746490200,1746547721.0767,4145,socks4,170.244.0.179:4145,true,4147.4268436432,21789,441547,4.7026348049795,170.244.0.179
true,1746546383.555,elite,9769.9196146906,1716978069.3892,"AS3741 Dimension Data",IS,Centurion,Africa,AF,"South Africa",ZA,,false,"Dimension Data",-25.8776,28.1682,false,"Dimension Data",true,Gauteng,success,Africa/Johannesburg,0157,1746415087,1746546383.555,443,socks4,197.98.201.72:443,true,10897.676229477,659,107605,0.60869725855317,197.98.201.72
true,1746544541.1501,elite,10236.083822679,1720027977.5546,,,Montreal,"North America",NA,Canada,CA,,false,IBM,45.5019,-73.5674,false,IBM,true,Quebec,success,America/Toronto,H4X,1745947365,1746544541.1501,8081,socks4,9.31.29.135:8081,true,13047.14679718,289,54277,0.52963383792105,9.31.29.135
true,1746544501.158,elite,7127.3581434976,1711595245.3183,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Singapore,Asia,AS,Singapore,SG,Pioneer,true,"DigitalOcean, LLC",1.32123,103.695,false,"DigitalOcean, LLC",true,"South West",success,Asia/Singapore,627753,1746239975,1746544501.158,56063,socks4,159.89.194.121:56063,true,8210.0694179535,3393,137874,2.4018348234195,159.89.194.121
true,1746542142.8154,elite,3332.3704037285,1697031863.0805,"AS6181 Cincinnati Bell Telephone Company LLC",FUSE-NET,Alexandria,"North America",NA,"United States",US,,false,"Fuse Internet Access",38.9595,-84.388,false,"Fuse Internet Access - MH2+",true,Kentucky,success,America/New_York,41001,1745966885,1746542142.8154,58208,socks4,208.102.51.6:58208,true,5309.0898990631,149042,288965,34.027310065821,208.102.51.6
true,1746533107.4387,elite,1511.4775520188,1696985249.4731,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Pensacola,"North America",NA,"United States",US,,false,"Cox Communications Inc.",30.4213,-87.2169,false,"Cox Communications",true,Florida,success,America/Chicago,32516,1746020370,1746533107.4387,4145,socks4,174.77.111.197:4145,true,655.87067604065,155337,307108,33.590372909211,174.77.111.197
true,1746529759.6658,elite,8443.4217354975,1710565543.0581,"AS49505 JSC Selectel",SELECTEL,"St Petersburg",Europe,EU,Russia,RU,,true,"JSC Selectel",59.9417,30.3096,false,,true,St.-Petersburg,success,Europe/Moscow,195213,1746506338,1746529759.6658,31337,socks4,95.213.154.54:31337,true,1022.4237442017,2904,177028,1.6139430451504,95.213.154.54
true,1746528950.8403,elite,9973.6435512187,1715778370.435,"AS39858 MTS PJSC",Comstar-Volga-Arzamas,Saratov,Europe,EU,Russia,RU,,false,"Mobile TeleSystems OJSC Macro-region Povolje",51.5462,46.0154,true,"CJS Company KOMSTAR-Regiony",false,"Saratov Oblast",success,Europe/Saratov,410040,1746363034,1746528950.8403,7788,socks4,5.227.177.205:7788,true,10768.428325653,579,90732,0.63409665867201,5.227.177.205
true,1746525431.2696,elite,10653.947823043,1716489806.1072,"AS6128 Cablevision Systems Corp.",CABLE-NET-1,Hamburg,"North America",NA,"United States",US,,false,"Cablevision Systems Corp.",41.1484,-74.5827,false,"Optimum Online (Cablevision Systems)",false,"New Jersey",success,America/New_York,07419,1746209918,1746525431.2696,23241,socks4,67.82.32.67:23241,true,11900.333404541,533,82090,0.64509882236181,67.82.32.67
